Authors,Title,Year,Link,Abstract,Author Keywords,Index Keywords
"Sanneman L., Shah J.","Transparent Value Alignment",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150442534&doi=10.1145%2f3568294.3580147&partnerID=40&md5=1a9f8bd2d9154626627d6b9f9d21abcc","As robots become increasingly prevalent in our communities, aligning the values motivating their behavior with human values is critical. However, it is often difficult or impossible for humans, both expert and non-expert, to enumerate values comprehensively, accurately, and in forms that are readily usable for robot planning. Misspecification can lead to undesired, inefficient, or even dangerous behavior. In the value alignment problem, humans and robots work together to optimize human objectives, which are often represented as reward functions and which the robot can infer by observing human actions. In existing alignment approaches, no explicit feedback about this inference process is provided to the human. In this paper, we introduce an exploratory framework to address this problem, which we call Transparent Value Alignment (TVA). TVA suggests that techniques from explainable AI (XAI) be explicitly applied to provide humans with information about the robot's beliefs throughout learning, enabling efficient and effective human feedback. © 2023 IEEE Computer Society. All rights reserved.","Explainable AI; Transparency; Value Alignment","Robot programming; Alignment Problems; Alignment robots; Explainable AI; Explicit feedback; Human actions; Human values; Misspecification; Reward function; Robot planning; Value alignment; Behavioral research"
"Zahedi Z., Verma M., Sreedharan S., Kambhampati S.","Trust-aware planning: Modeling trust evolution in iterated human-robot interaction",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150366465&doi=10.1145%2f3568162.3578628&partnerID=40&md5=084997116028e1b4beaa6a588a201d28","Trust between team members is an essential requirement for any successful cooperation. Thus, engendering and maintaining the fellow team members' trust becomes a central responsibility for any member trying to not only successfully participate in the task but to ensure the team achieves its goals. The problem of trust management is particularly challenging in mixed human-robot teams where the human and the robot may have diferent models about the task at hand and thus may have diferent expectations regarding the current course of action, thereby forcing the robot to focus on the costly explicable behavior. We propose a computational model for capturing and modulating trust in such iterated human-robot interaction settings, where the human adopts a supervisory role. In our model, the robot integrates human's trust and their expectations about the robot into its planning process to build and maintain trust over the interaction horizon. By establishing the required level of trust, the robot can focus on maximizing the team goal by eschewing explicit explanatory or explicable behavior without worrying about the human supervisor monitoring and intervening to stop behaviors they may not necessarily understand. We model this reasoning about trust levels as a meta reasoning process over individual planning tasks. We additionally validate our model through a human subject experiment. © 2023 Association for Computing Machinery.","explainable AI; explicable Planning; trust-aware decision-making; trustable AI","Human resource management; Human robot interaction; Man machine systems; Robot programming; Decisions makings; Explainable AI; Explicable planning; Humans-robot interactions; Model trusts; Planning models; Team members; Trust-aware; Trust-aware decision-making; Trustable AI; Decision making"
"Brawer J., Ghose D., Candon K., Qin M., Roncone A., Vázquez M., Scassellati B.","Interactive policy shaping for human-robot collaboration with transparent matrix overlays",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150350763&doi=10.1145%2f3568162.3576983&partnerID=40&md5=dc57c3cac68262cf834eb6e42125fa37","One important aspect of efective human–robot collaborations is the ability for robots to adapt quickly to the needs of humans. While techniques like deep reinforcement learning have demonstrated success as sophisticated tools for learning robot policies, the fuency of human-robot collaborations is often limited by these policies' inability to integrate changes to a user's preferences for the task. To address these shortcomings, we propose a novel approach that can modify learned policies at execution time via symbolic if-this-thenthat rules corresponding to a modular and superimposable set of low-level constraints on the robot's policy. These rules, which we call Transparent Matrix Overlays, function not only as succinct and explainable descriptions of the robot's current strategy but also as an interface by which a human collaborator can easily alter a robot's policy via verbal commands. We demonstrate the efcacy of this approach on a series of proof-of-concept cooking tasks performed in simulation and on a physical robot. © 2023 Copyright held by the owner/author(s).","human-robot collaboration; interactive robot learning; reinforcement learning; symbolic reasoning","Deep learning; Learning systems; Robot learning; Robots; 'current; Human-robot collaboration; Interactive robot; Interactive robot learning; Modulars; Proof of concept; Reinforcement learnings; Symbolic reasoning; Transparent matrix; User's preferences; Reinforcement learning"
"Kim H., Frommknecht A., Bieberstein B., Stahl J., Huber M.F.","Automated end-of-line quality assurance with visual inspection and convolutional neural networks",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148758758&doi=10.1515%2fteme-2022-0092&partnerID=40&md5=ced446fc1729f26404a2236efbd16cf5","End-of-line (EOL) quality assurance of finished components has so far required additional manual inspections and burdened manufacturers with high labor costs. To automate the EOL process, in this paper a fully AI-based quality classification system is introduced. The components are automatically placed under the optical inspection system employing a robot. A Convolutional Neural Network (CNN) is used for the quality classification of the recorded images. After quality control, the component is sorted automatically in different bins depending on the quality control result. The trained CNN models achieve up to 98.7% accuracy on the test data. The classification performance of the CNN is compared with that of a rule-based approach. Additionally, the trained classification model is interpreted by an explainable AI method to make it comprehensible for humans and reassure them about its trustworthiness. This work originated from an actual industrial use case from Witzenmann GmbH. Together with the company, a demonstrator was realized. © 2023 Walter de Gruyter GmbH, Berlin/Boston.","classification; CNN; end-of-line; explainable AI; machine learning; machine vision; optical inspection; quality assurance","Computer vision; Convolution; E-learning; Inspection; Learning systems; Machine learning; Neural networks; Wages; Convolutional neural network; End-of-line; Explainable AI; Line quality; Machine-learning; Machine-vision; Manual inspection; Optical inspection; Quality classification; Visual inspection; Quality assurance"
"Sado F., Loo C.K., Liew W.S., Kerzel M., Wermter S.","Explainable Goal-driven Agents and Robots - A Comprehensive Review",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145976771&doi=10.1145%2f3564240&partnerID=40&md5=203b17d900ca55828c36525ff1cb1524","Recent applications of autonomous agents and robots have brought attention to crucial trust-related challenges associated with the current generation of artificial intelligence (AI) systems. AI systems based on the connectionist deep learning neural network approach lack capabilities of explaining their decisions and actions to others, despite their great successes. Without symbolic interpretation capabilities, they are 'black boxes', which renders their choices or actions opaque, making it difficult to trust them in safety-critical applications. The recent stance on the explainability of AI systems has witnessed several approaches to eXplainable Artificial Intelligence (XAI); however, most of the studies have focused on data-driven XAI systems applied in computational sciences. Studies addressing the increasingly pervasive goal-driven agents and robots are sparse at this point in time. This paper reviews approaches on explainable goal-driven intelligent agents and robots, focusing on techniques for explaining and communicating agents' perceptual functions (e.g., senses, vision) and cognitive reasoning (e.g., beliefs, desires, intentions, plans, and goals) with humans in the loop. The review highlights key strategies that emphasize transparency, understandability, and continual learning for explainability. Finally, the paper presents requirements for explainability and suggests a road map for the possible realization of effective goal-driven explainable agents and robots. © 2023 Association for Computing Machinery.","Accountability; continual learning; deep neural network; explainability; explainable AI; goal-driven agents; transparency","Autonomous agents; Deep neural networks; Intelligent agents; Intelligent robots; Learning systems; Safety engineering; Accountability; Artificial intelligence systems; Continual learning; Current generation; Explainability; Explainable artificial intelligence; Goal-driven; Goal-driven agent; Learning neural networks; Symbolic interpretation; Transparency"
"Papagni G., Koeszegi S.","Explaining Intentional and Unintentional Behavior: Social Norms for Explainable Robots",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152939749&doi=10.3233%2fFAIA220642&partnerID=40&md5=ef4b4cbcb8612d9ee350e83c569b1561","This paper addresses the question of whether robots should adhere to the same social norms that apply to human-human interaction when they explain their behavior. Specifically, this paper investigates how the topics of ascribing intentions to robots' behavior, and robots' explainability intertwine in the context of social interactions. We argue that robots should be able to contextually guide users towards adopting the most appropriate interpretative framework by providing explanations that refer to intentions, reasons and objectives as well as different kinds causes (e.g., mechanical, accidental, etc.). We support our argument with use cases grounded in real-world applications. © 2022 The authors and IOS Press. All rights reserved.","explainability; explainable social robots; intentionality","Explainability; Explainable social robot; Human-human interactions; Intentionality; Interpretative framework; Mechanical; Robot behavior; Social interactions; Social norm; Social robots; Human robot interaction"
"Hannibal G., Lindner F.","Towards a Questions-Centered Approach to Explainable Human-Robot Interaction",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152888291&doi=10.3233%2fFAIA220641&partnerID=40&md5=9516e41b32332142d8500a35cfcbbd76","To address the tension between demands for more transparent AI systems and the aim to develop and design robots with apparent agency for smooth and intuitive human-robot interaction (HRI), we present in this paper an argument for why explainability in HRI would benefit from being question-centered. First, we review how explainability has been discussed in AI and HRI respectively, to then present the challenge in HRI to accommodate the requirement of transparency while also keeping up the appearance of the robot as a social agent. Based on the conceptualization of questions as information-seeking acts, our proposal for a question-centered approach to explainable HRI (xHRI) implies that to ensure transparency, robots shall provide explanations upon request in the form of questioning. We end this paper by laying out a preliminary taxonomy of xHRI-relevant questions that present the kinds of explanations a robot can or should be able to provide for successful and transparent HRI. © 2022 The authors and IOS Press. All rights reserved.","conceptualization; explainable artificial intelligence (XAI); human-robot interaction (HRI); questions; taxonomy; transparency","Intelligent robots; Machine design; Man machine systems; Taxonomies; Transparency; AI systems; Conceptualization; Explainable artificial intelligence (XAI); Human-robot interaction; Humans-robot interactions; Information seeking; Question; Social agents; Human robot interaction"
"Udendhran R., Yamini G., Badrinath N., Jegathesh Amalraj J., Suresh A.","Enhancing representational learning for cloud robotic vision through explainable fuzzy convolutional autoencoder framework",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160811808&doi=10.1007%2fs00500-023-08570-6&partnerID=40&md5=255372098f1f175200454912c162e4c5","Robot vision is one of the most recent developments in robotics and automation technology. Owing to machine vision systems that integrate image processing and deep learning, robots could now operate faster on the assembly line and in new contexts such as supermarkets, hospitals, and restaurants. The key driver for such systems is the advancement of machine vision systems. Robotic vision is mainly composed of programs, cameras, and any other technology that assists robots in developing visual insights. This enables robots to do sophisticated visual tasks, such as a robot arm trained to pick up an object. The conventional algorithms employ semantic segmentation from camera images. Reconstructing a real-time environment from two or more images entails creating a 3D model of the scene require expensive labeled data to train visual semantic segmentation. These 3D models can be anything from fragments of a 3D point cloud to 3D surface models produced using advanced techniques. In order to extract several images into 3D models or subsets of a raw point cloud, enhanced representation learning is necessary. Inspired by the recent achievements of machine vision and deep learning, this paper proposes a deep representation learning technique for enhanced feature recognition learning based on explainable convolutional autoencoder that can be employed for feature classifier level using fuzzy clustering and further facilitated the human decision making of data, which requires for the representation of robot data that allow for swift and precise observations. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","3D modeling; Computer vision; Convolutional autoencoder; Deep learning; Feature recognition; Robot vision; Robotics","Cameras; Convolution; Decision making; Deep learning; Image enhancement; Learning systems; Robot vision; Semantic Segmentation; Semantics; Three dimensional computer graphics; Vision; 3D models; 3d-modeling; Auto encoders; Cloud robotics; Convolutional autoencoder; Deep learning; Features recognition; Machine vision systems; Robotic vision; Semantic segmentation; 3D modeling"
"Ajani O.S., Obasekore H., Kang B.-Y., Rammohan M.","Robotic Assistance in Radiology: A Covid-19 Scenario",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160268505&doi=10.1109%2fACCESS.2023.3277526&partnerID=40&md5=1f64daad4aaaf34c58a927c9efcfc0a9","During the COVID-19 Pandemic, the need for rapid and reliable alternative COVID-19 screening methods have motivated the development of learning networks to screen COVID-19 patients based on chest radiography obtained from Chest X-ray (CXR) and Computed Tomography (CT) imaging. Although the effectiveness of developed models have been documented, their adoption in assisting radiologists suffers mainly due to the failure to implement or present any applicable framework. Therefore in this paper, a robotic framework is proposed to aid radiologists in COVID-19 patient screening. Specifically, Transfer learning is employed to first develop two well-known learning networks (GoogleNet and SqueezeNet) to classify positive and negative COVID-19 patients based on chest radiography obtained from Chest X-Ray (CXR) and CT imaging collected from three publicly available repositories. A test accuracy of 90.90%, sensitivity and specificity of 94.70% and 87.20% were obtained respectively for SqueezeNet and a test accuracy of 96.40%, sensitivity and specificity of 95.50% and 97.40% were obtained respectively for GoogleNet. Consequently, to demonstrate the clinical usability of the model, it is deployed on the Softbank NAO-V6 humanoid robot which is a social robot to serve as an assistive platform for radiologists. The strategy is an end-to-end explainable sorting of X-ray images, particularly for COVID-19 patients. Laboratory-based implementation of the overall framework demonstrates the effectiveness of the proposed platform in aiding radiologists in COVID-19 screening. © 2013 IEEE.","class activation map; COVID-19; deep learning; radiology; Robotic assistance; transfer learning","Anthropomorphic robots; Computerized tomography; Deep learning; Diagnosis; Medical imaging; Radiology; X ray analysis; X ray radiography; Activation maps; Class activation map; Computational modelling; Computed tomography; Deep learning; Features extraction; Robotic assistance; Transfer learning; X-ray imaging; COVID-19"
"Kothadiya D.R., Bhatt C.M., Rehman A., Alamri F.S., Saba T.","SignExplainer: An Explainable AI-Enabled Framework for Sign Language Recognition With Ensemble Learning",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159818044&doi=10.1109%2fACCESS.2023.3274851&partnerID=40&md5=0b50bc8fb71c41e5e9d87f5ce8a751ec","Deep learning has significantly aided current advancements in artificial intelligence. Deep learning techniques have significantly outperformed more than typical machine learning approaches, in various fields like Computer Vision, Natural Language Processing (NLP), Robotics Science, and Human-Computer Interaction (HCI). Deep learning models are ineffective in outlining their fundamental mechanism. That's the reason the deep learning model mainly consider as Black-Box. To establish confidence and responsibility, deep learning applications need to explain the model's decision in addition to the prediction of results. The explainable AI (XAI) research has created methods that offer these interpretations for already trained neural networks. It's highly recommended for computer vision tasks relevant to medical science, defense system, and many more. The proposed study is associated with XAI for Sign Language Recognition. The methodology uses an attention-based ensemble learning approach to create a prediction model more accurate. The proposed methodology used ResNet50 with the Self Attention model to design ensemble learning architecture. The proposed ensemble learning approach has achieved remarkable accuracy at 98.20%. In interpreting ensemble learning prediction, the author has proposed SignExplainer to explain the relevancy (in percentage) of predicted results. SignExplainer has illustrated excellent results, compared to other conventional Explainable AI models reported in state of the art. © 2013 IEEE.","classification; computer vision; Deep learning; explainable AI; sign language; SignExplainer; technological development","Deep learning; Forecasting; Gesture recognition; Human computer interaction; Learning algorithms; Modeling languages; Natural language processing systems; Assistive technology; Computational modelling; Deep learning; Ensemble learning; Explainable AI; Gestures recognition; Predictive models; Sign language; Signexplainer; Computer vision"
"Kinoshita M., Baba K., Subaru Z., Tanaka M.S.","Shiro-Neko, A Stationmaster Robot that Operates an Unmanned Station",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159420564&doi=10.1007%2f978-3-031-29871-4_2&partnerID=40&md5=0e0fe0e6cce4ae5a7627050a7be8832a","In recent years, Japan has seen a declining birthrate and an aging population. As a result, it is becoming increasingly difficult to maintain public transportation in rural areas. In order to reduce maintenance costs, railroad stations are becoming increasingly unmanned. Unmanned stations have a variety of security and safety issues. These are problems that must be solved. Therefore, we are considering the installing of stationmaster robots. In Japan, stationmaster robots are being installed at large stations in central Tokyo to assist people. However, installation at unmanned stations has not progressed. The reason is that many people in rural areas are elderly and unfamiliar with IT. Therefore, we have devised a way to lower the threshold and are studying the introduction of stationmaster robots. For example, we have devised ways to make the robot more approachable, such as using colors to give the weather forecast for the next few hours, or giving casual greetings. The functions to be provided are: tourist information, weather forecasts, event announcements, emergency notifications, explanations on how to buy boarding tickets, boarding ticket purchases, boarding ticket gate operations, and notification of train departure and arrival times. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.","explainable AI; Natural language processing; semantic understanding; speech recognition; speech synthesis","Natural language processing systems; Robots; Rural areas; Semantics; Speech recognition; Weather forecasting; Aging population; Explainable AI; Language processing; Maintenance cost; Natural language processing; Natural languages; Public transportation; Safety issues; Security issues; Semantics understanding; Speech synthesis"
"Hutchinson K., Reyes I., Li Z., Alemzadeh H.","COMPASS: a formal framework and aggregate dataset for generalized surgical procedure modeling",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158131281&doi=10.1007%2fs11548-023-02922-1&partnerID=40&md5=0795a0db0aa620d11b128529e40caad4","Purpose: We propose a formal framework for the modeling and segmentation of minimally invasive surgical tasks using a unified set of motion primitives (MPs) to enable more objective labeling and the aggregation of different datasets. Methods: We model dry-lab surgical tasks as finite state machines, representing how the execution of MPs as the basic surgical actions results in the change of surgical context, which characterizes the physical interactions among tools and objects in the surgical environment. We develop methods for labeling surgical context based on video data and for automatic translation of context to MP labels. We then use our framework to create the COntext and Motion Primitive Aggregate Surgical Set (COMPASS), including six dry-lab surgical tasks from three publicly available datasets (JIGSAWS, DESK, and ROSMA), with kinematic and video data and context and MP labels. Results: Our context labeling method achieves near-perfect agreement between consensus labels from crowd-sourcing and expert surgeons. Segmentation of tasks to MPs results in the creation of the COMPASS dataset that nearly triples the amount of data for modeling and analysis and enables the generation of separate transcripts for the left and right tools. Conclusion: The proposed framework results in high quality labeling of surgical data based on context and fine-grained MPs. Modeling surgical tasks with MPs enables the aggregation of different datasets and the separate analysis of left and right hands for bimanual coordination assessment. Our formal framework and aggregate dataset can support the development of explainable and multi-granularity models for improved surgical process analysis, skill assessment, error detection, and autonomy. © 2023, CARS.","Minimally invasive surgery; Robotic surgery; Surgical context; Surgical gesture recognition; Surgical process modeling","article; consensus; crowdsourcing; finite state machine; genetic transcription; gesture; hand; human; minimally invasive surgery; motion; process model; robot assisted surgery; skill; surgeon; surgical technique; videorecording"
